model,chromosome,fitness
ParticleNet-model0,"(96, 'Adam', 0.0064, 5e-05, 'ReduceLROnPlateau')",0.0005947540028131
ParticleNet-model1,"(96, 'RMSprop', 0.0001, 0.00015, 'ReduceLROnPlateau')",0.0006083145181017
ParticleNet-model2,"(128, 'RMSprop', 0.0019, 0.00012, 'ExponentialLR')",0.0006146253299252
ParticleNet-model3,"(96, 'RMSprop', 0.0001, 0.00556, 'ExponentialLR')",0.0006024453018194
ParticleNet-model4,"(96, 'Adam', 0.0013, 9e-05, 'CyclicLR')",0.0006185466939664
ParticleNet-model5,"(128, 'Adam', 0.0002, 0.00172, 'ReduceLROnPlateau')",0.0006295852356716
ParticleNet-model6,"(128, 'RMSprop', 0.0019, 0.00012, 'ExponentialLR')",0.0006267691923902
ParticleNet-model7,"(96, 'RMSprop', 0.0001, 0.00015, 'ReduceLROnPlateau')",0.0006054212932666
ParticleNet-model8,"(64, 'RMSprop', 0.0001, 0.00791, 'ExponentialLR')",0.0006081659881073
ParticleNet-model9,"(128, 'Adadelta', 0.0019, 0.00022, 'CyclicLR')",0.0006800710074068
ParticleNet-model10,"(128, 'Adadelta', 0.0037, 0.00022, 'ExponentialLR')",0.0006751831290405
ParticleNet-model11,"(64, 'Adam', 0.0013, 4e-05, 'CyclicLR')",0.0006193369899773
ParticleNet-model12,"(128, 'RMSprop', 0.0019, 0.00172, 'ExponentialLR')",0.0006437173593672
ParticleNet-model13,"(64, 'RMSprop', 0.001, 0.00255, 'CyclicLR')",0.0006280312084795
ParticleNet-model14,"(64, 'RMSprop', 0.001, 0.00658, 'ExponentialLR')",0.0006293140040212
ParticleNet-model15,"(96, 'RMSprop', 0.001, 0.00791, 'ReduceLROnPlateau')",0.0006449084233913
