model,chromosome,fitness
ParticleNet-model0,"(128, 'Adam', 0.0014, 6e-05, 'ReduceLROnPlateau')",0.0005251853371813
ParticleNet-model1,"(128, 'Adam', 0.0014, 6e-05, 'ReduceLROnPlateau')",0.0005251161543065
ParticleNet-model2,"(128, 'Adam', 0.0002, 0.00288, 'ExponentialLR')",0.0005260619406802
ParticleNet-model3,"(64, 'RMSprop', 0.0001, 7e-05, 'ExponentialLR')",0.0005277269442375
ParticleNet-model4,"(96, 'RMSprop', 0.0001, 0.00021, 'CyclicLR')",0.0005285462656015
ParticleNet-model5,"(128, 'Adam', 0.0014, 6e-05, 'ReduceLROnPlateau')",0.0005247110818263
ParticleNet-model6,"(128, 'Adam', 0.0014, 6e-05, 'ExponentialLR')",0.0005230019433561
ParticleNet-model7,"(64, 'RMSprop', 0.0001, 7e-05, 'ExponentialLR')",0.0005279434607377
ParticleNet-model8,"(128, 'Adam', 0.0001, 6e-05, 'ReduceLROnPlateau')",0.0005312593517952
ParticleNet-model9,"(64, 'RMSprop', 0.0001, 7e-05, 'CyclicLR')",0.0005282841490254
ParticleNet-model10,"(64, 'RMSprop', 0.0014, 6e-05, 'ExponentialLR')",0.0005646404134217
ParticleNet-model11,"(128, 'Adadelta', 0.0032, 7e-05, 'ExponentialLR')",0.0005863209590212
ParticleNet-model12,"(64, 'Adam', 0.0014, 7e-05, 'ExponentialLR')",0.0005276380439465
ParticleNet-model13,"(64, 'RMSprop', 0.0001, 0.00021, 'ExponentialLR')",0.000528148562868
ParticleNet-model14,"(64, 'Adam', 0.0001, 3e-05, 'ExponentialLR')",0.0005554599329318
ParticleNet-model15,"(128, 'Adam', 0.0014, 6e-05, 'CyclicLR')",0.0005273754023406
