model,chromosome,fitness
ParticleNet-model0,"(128, 'RMSprop', 0.0002, 3e-05, 'ReduceLROnPlateau')",0.0005197849392362
ParticleNet-model1,"(128, 'Adam', 0.0009, 4e-05, 'ReduceLROnPlateau')",0.0005183124637049
ParticleNet-model2,"(128, 'Adam', 0.0007, 4e-05, 'ReduceLROnPlateau')",0.0005204891940266
ParticleNet-model3,"(128, 'Adam', 0.0007, 4e-05, 'ReduceLROnPlateau')",0.0005201076573965
ParticleNet-model4,"(128, 'Adam', 0.0007, 0.00028, 'ReduceLROnPlateau')",0.0005197942770299
ParticleNet-model5,"(128, 'Adam', 0.0002, 4e-05, 'ReduceLROnPlateau')",0.0005292233028177
ParticleNet-model6,"(96, 'RMSprop', 0.0002, 4e-05, 'ReduceLROnPlateau')",0.0005215116665183
ParticleNet-model7,"(96, 'Adam', 0.0018, 0.00172, 'ReduceLROnPlateau')",0.0005489554945283
ParticleNet-model8,"(128, 'Adam', 0.0009, 4e-05, 'ReduceLROnPlateau')",0.00051906095106
ParticleNet-model9,"(128, 'Adam', 0.0007, 0.00051, 'ReduceLROnPlateau')",0.0005213821099864
ParticleNet-model10,"(128, 'Adam', 0.0002, 3e-05, 'ReduceLROnPlateau')",0.0005306518476755
ParticleNet-model11,"(128, 'Adam', 0.0001, 4e-05, 'ReduceLROnPlateau')",0.0005381111599252
ParticleNet-model12,"(96, 'Adam', 0.0002, 3e-05, 'ReduceLROnPlateau')",0.0005353412900379
ParticleNet-model13,"(128, 'Adam', 0.0018, 0.00172, 'ReduceLROnPlateau')",0.0005364790495921
ParticleNet-model14,"(96, 'RMSprop', 0.0002, 3e-05, 'ReduceLROnPlateau')",0.000520014803445
ParticleNet-model15,"(128, 'RMSprop', 0.0058, 0.00051, 'CyclicLR')",0.0005880117021721
