model,chromosome,fitness
ParticleNet-model0,"(128, 'RMSprop', 0.0002, 3e-05, 'ReduceLROnPlateau')",0.0004410763569719
ParticleNet-model1,"(128, 'Adam', 0.0018, 0.0002, 'ReduceLROnPlateau')",0.0004426625494477
ParticleNet-model2,"(96, 'Adam', 0.0017, 0.0002, 'ReduceLROnPlateau')",0.0004449162334509
ParticleNet-model3,"(64, 'RMSprop', 0.0001, 0.00024, 'CyclicLR')",0.0004440442712397
ParticleNet-model4,"(128, 'Adam', 0.0017, 0.0002, 'ReduceLROnPlateau')",0.0004419098402083
ParticleNet-model5,"(128, 'Adadelta', 0.0002, 0.00306, 'ReduceLROnPlateau')",0.0005844287915267
ParticleNet-model6,"(128, 'Adam', 0.0017, 0.0002, 'ReduceLROnPlateau')",0.0004427163273889
ParticleNet-model7,"(64, 'Adam', 0.0017, 0.00013, 'CyclicLR')",0.0004484725090588
ParticleNet-model8,"(128, 'Adam', 0.0002, 0.0002, 'ExponentialLR')",0.0004519225731797
ParticleNet-model9,"(96, 'RMSprop', 0.0002, 0.00046, 'ReduceLROnPlateau')",0.0004500456965224
ParticleNet-model10,"(128, 'Adam', 0.0018, 0.0002, 'ReduceLROnPlateau')",0.0004434071210652
ParticleNet-model11,"(128, 'RMSprop', 0.0002, 0.00306, 'CyclicLR')",0.0004616793404538
ParticleNet-model12,"(96, 'Adam', 0.0028, 0.00401, 'CyclicLR')",0.0004658705740658
ParticleNet-model13,"(96, 'Adam', 0.0001, 0.00024, 'CyclicLR')",0.0004528471674152
ParticleNet-model14,"(96, 'Adam', 0.0022, 0.00306, 'ReduceLROnPlateau')",0.0004637827210379
ParticleNet-model15,"(64, 'Adam', 0.0002, 0.00401, 'ReduceLROnPlateau')",0.0004503022368746
