model,chromosome,fitness
ParticleNet-model0,"(64, 'RMSprop', 0.0066, 0.00203, 'CyclicLR')",0.0006483712156852
ParticleNet-model1,"(128, 'Adam', 0.0007, 4e-05, 'ReduceLROnPlateau')",0.0005199428621419
ParticleNet-model2,"(128, 'RMSprop', 0.0009, 0.00033, 'ExponentialLR')",0.0005685360126383
ParticleNet-model3,"(128, 'Adadelta', 0.008, 0.00061, 'ReduceLROnPlateau')",0.0005779996061483
ParticleNet-model4,"(96, 'Adadelta', 0.0003, 5e-05, 'ExponentialLR')",0.0006613139111469
ParticleNet-model5,"(64, 'Adadelta', 0.0007, 0.0003, 'CyclicLR')",0.0006182675775727
ParticleNet-model6,"(64, 'Adadelta', 0.0002, 0.007, 'CyclicLR')",0.0006482143918522
ParticleNet-model7,"(96, 'RMSprop', 0.0002, 0.00051, 'ReduceLROnPlateau')",0.0005279012634474
ParticleNet-model8,"(96, 'RMSprop', 0.0041, 0.00018, 'ExponentialLR')",0.0005707424419004
ParticleNet-model9,"(128, 'Adam', 0.0001, 7e-05, 'ReduceLROnPlateau')",0.0005386703705358
ParticleNet-model10,"(64, 'RMSprop', 0.0053, 1e-05, 'ReduceLROnPlateau')",0.0005674671872678
ParticleNet-model11,"(96, 'Adadelta', 0.0014, 0.00016, 'ReduceLROnPlateau')",0.0006094779475298
ParticleNet-model12,"(128, 'Adadelta', 0.0079, 0.00842, 'CyclicLR')",0.0005705334168327
ParticleNet-model13,"(96, 'Adam', 0.0002, 3e-05, 'ExponentialLR')",0.0005484295654576
ParticleNet-model14,"(128, 'Adadelta', 0.0011, 0.00727, 'ExponentialLR')",0.0006214964612445
ParticleNet-model15,"(96, 'RMSprop', 0.0004, 0.0069, 'CyclicLR')",0.0005581599686849
