model,chromosome,fitness
ParticleNet-model0,"(64, 'RMSprop', 0.0002, 3e-05, 'ExponentialLR')",0.0005431507611854
ParticleNet-model1,"(96, 'RMSprop', 0.0003, 1e-05, 'ReduceLROnPlateau')",0.0005386241146688
ParticleNet-model2,"(64, 'RMSprop', 0.0001, 3e-05, 'ExponentialLR')",0.0005415207702366
ParticleNet-model3,"(96, 'Adam', 0.0002, 0.00941, 'ExponentialLR')",0.0005457612128543
ParticleNet-model4,"(96, 'RMSprop', 0.0002, 0.00036, 'ExponentialLR')",0.000543579995623
ParticleNet-model5,"(96, 'RMSprop', 0.0002, 0.00941, 'ExponentialLR')",0.0005987274827539
ParticleNet-model6,"(128, 'RMSprop', 0.0051, 1e-05, 'ReduceLROnPlateau')",0.0005859836932966
ParticleNet-model7,"(96, 'RMSprop', 0.0003, 0.00036, 'ReduceLROnPlateau')",0.0005578118497993
ParticleNet-model8,"(96, 'RMSprop', 0.0003, 1e-05, 'ReduceLROnPlateau')",0.0005378068749661
ParticleNet-model9,"(128, 'RMSprop', 0.0003, 1e-05, 'ReduceLROnPlateau')",0.0005339951098962
ParticleNet-model10,"(64, 'RMSprop', 0.0006, 3e-05, 'ExponentialLR')",0.0005643630013223
ParticleNet-model11,"(64, 'RMSprop', 0.0002, 2e-05, 'ExponentialLR')",0.0005422858070053
ParticleNet-model12,"(64, 'RMSprop', 0.0051, 3e-05, 'ExponentialLR')",0.0006050313687254
ParticleNet-model13,"(64, 'Adam', 0.0001, 0.00941, 'ExponentialLR')",0.0005542480700707
ParticleNet-model14,"(96, 'RMSprop', 0.0002, 3e-05, 'ExponentialLR')",0.0005374735896258
ParticleNet-model15,"(96, 'Adam', 0.0002, 0.00036, 'ExponentialLR')",0.0005500407521729
