model,chromosome,fitness
ParticleNet-model0,"(96, 'Adam', 0.0029, 2e-05, 'ReduceLROnPlateau')",0.0005511008233279
ParticleNet-model1,"(96, 'Adam', 0.0022, 0.0001, 'ExponentialLR')",0.0005557319278693
ParticleNet-model2,"(96, 'Adam', 0.0008, 5e-05, 'ExponentialLR')",0.0005575521624867
ParticleNet-model3,"(64, 'Adam', 0.002, 1e-05, 'ReduceLROnPlateau')",0.0005559823420949
ParticleNet-model4,"(64, 'Adam', 0.002, 1e-05, 'ReduceLROnPlateau')",0.0005617214527875
ParticleNet-model5,"(96, 'Adam', 0.0002, 1e-05, 'ReduceLROnPlateau')",0.000574637806384
ParticleNet-model6,"(64, 'Adam', 0.0009, 0.00719, 'ReduceLROnPlateau')",0.0005903200745897
ParticleNet-model7,"(64, 'Adam', 0.002, 0.00011, 'ReduceLROnPlateau')",0.0005657441930719
ParticleNet-model8,"(96, 'Adam', 0.0022, 0.00732, 'CyclicLR')",0.0006133167264462
ParticleNet-model9,"(96, 'Adam', 0.0043, 6e-05, 'ReduceLROnPlateau')",0.0005590581364243
ParticleNet-model10,"(64, 'Adam', 0.0022, 0.0001, 'ExponentialLR')",0.000559439227723
ParticleNet-model11,"(128, 'Adam', 0.0055, 0.00268, 'ExponentialLR')",0.0006219004071005
ParticleNet-model12,"(96, 'RMSprop', 0.0043, 0.00011, 'ReduceLROnPlateau')",0.000635085544249
ParticleNet-model13,"(128, 'Adam', 0.0022, 0.00011, 'ExponentialLR')",0.0005521396378458
ParticleNet-model14,"(128, 'Adam', 0.0019, 0.00719, 'ReduceLROnPlateau')",0.0006048446230006
ParticleNet-model15,"(96, 'Adam', 0.0003, 0.0001, 'ExponentialLR')",0.0005798117180895
