model,chromosome,fitness
ParticleNet-model0,"(128, 'Adam', 0.0007, 4e-05, 'ReduceLROnPlateau')",0.0005194479107252
ParticleNet-model1,"(96, 'RMSprop', 0.0002, 0.00051, 'ReduceLROnPlateau')",0.0005295951294002
ParticleNet-model2,"(128, 'Adam', 0.0001, 7e-05, 'ReduceLROnPlateau')",0.0005392604216129
ParticleNet-model3,"(96, 'Adam', 0.0002, 3e-05, 'ExponentialLR')",0.0005463303956248
ParticleNet-model4,"(96, 'RMSprop', 0.0004, 0.0069, 'CyclicLR')",0.0005668606155089
ParticleNet-model5,"(96, 'Adam', 0.0002, 3e-05, 'ReduceLROnPlateau')",0.0005324702889554
ParticleNet-model6,"(64, 'RMSprop', 0.0053, 1e-05, 'ExponentialLR')",0.0005655102404258
ParticleNet-model7,"(96, 'RMSprop', 0.0009, 0.0069, 'ExponentialLR')",0.0005856271083563
ParticleNet-model8,"(96, 'Adadelta', 0.0002, 0.00016, 'ReduceLROnPlateau')",0.0006592131461651
ParticleNet-model9,"(128, 'Adam', 0.0001, 4e-05, 'ReduceLROnPlateau')",0.0005440126113547
ParticleNet-model10,"(128, 'Adam', 0.0009, 4e-05, 'ReduceLROnPlateau')",0.0005185369284637
ParticleNet-model11,"(128, 'Adam', 0.0007, 0.00028, 'ReduceLROnPlateau')",0.0005209785152509
ParticleNet-model12,"(128, 'Adam', 0.0001, 4e-05, 'ExponentialLR')",0.0005523318945072
ParticleNet-model13,"(96, 'Adam', 0.0001, 3e-05, 'ExponentialLR')",0.0005533668656093
ParticleNet-model14,"(96, 'RMSprop', 0.0002, 0.00051, 'ReduceLROnPlateau')",0.0005288201758563
ParticleNet-model15,"(128, 'Adadelta', 0.0007, 4e-05, 'CyclicLR')",0.0006220655418893
