model,chromosome,fitness
ParticleNet-model0,"(64, 'RMSprop', 0.0001, 0.0002, 'ExponentialLR')",0.0005299661660714
ParticleNet-model1,"(96, 'Adam', 0.0003, 0.00108, 'CyclicLR')",0.0005274291910055
ParticleNet-model2,"(64, 'Adam', 0.0011, 0.00056, 'ExponentialLR')",0.0005292261403415
ParticleNet-model3,"(64, 'Adam', 0.0041, 7e-05, 'ReduceLROnPlateau')",0.0005316611890967
ParticleNet-model4,"(128, 'RMSprop', 0.0001, 0.00347, 'CyclicLR')",0.0005425367262988
ParticleNet-model5,"(64, 'Adam', 0.0041, 7e-05, 'ReduceLROnPlateau')",0.0005377959490381
ParticleNet-model6,"(128, 'Adadelta', 0.0011, 0.00056, 'ExponentialLR')",0.0006667555096546
ParticleNet-model7,"(64, 'Adam', 0.0041, 7e-05, 'CyclicLR')",0.0005434628685339
ParticleNet-model8,"(64, 'Adam', 0.0009, 7e-05, 'ReduceLROnPlateau')",0.0005307789867669
ParticleNet-model9,"(128, 'RMSprop', 0.0055, 0.0002, 'ReduceLROnPlateau')",0.0005953985683091
ParticleNet-model10,"(96, 'RMSprop', 0.0006, 2e-05, 'ReduceLROnPlateau')",0.0005444250431613
ParticleNet-model11,"(96, 'Adam', 0.0022, 0.00137, 'ReduceLROnPlateau')",0.0005564353714933
ParticleNet-model12,"(64, 'RMSprop', 0.0022, 9e-05, 'CyclicLR')",0.0005594760713872
ParticleNet-model13,"(128, 'Adam', 0.0011, 0.00108, 'CyclicLR')",0.000540135383527
ParticleNet-model14,"(64, 'Adam', 0.0011, 0.00056, 'ReduceLROnPlateau')",0.0005294217985387
ParticleNet-model15,"(96, 'RMSprop', 0.0052, 0.00103, 'ReduceLROnPlateau')",0.0006325502076111
