model,chromosome,fitness
ParticleNet-model0,"(128, 'Adam', 0.0026, 6e-05, 'ReduceLROnPlateau')",0.000528740330091
ParticleNet-model1,"(96, 'Adam', 0.0023, 0.00023, 'ExponentialLR')",0.0005309494331896
ParticleNet-model2,"(64, 'Adam', 0.0016, 6e-05, 'ExponentialLR')",0.0005316947920023
ParticleNet-model3,"(96, 'Adam', 0.0042, 3e-05, 'CyclicLR')",0.0005396350786535
ParticleNet-model4,"(96, 'Adam', 0.0027, 0.00179, 'CyclicLR')",0.0005469067143814
ParticleNet-model5,"(96, 'Adadelta', 0.004, 6e-05, 'ReduceLROnPlateau')",0.0006012800144163
ParticleNet-model6,"(128, 'Adadelta', 0.004, 2e-05, 'ExponentialLR')",0.0006174564826588
ParticleNet-model7,"(128, 'Adam', 0.0023, 6e-05, 'CyclicLR')",0.0005346602730596
ParticleNet-model8,"(96, 'Adam', 0.0027, 0.00179, 'CyclicLR')",0.0005526555566592
ParticleNet-model9,"(128, 'RMSprop', 0.0024, 0.00033, 'ExponentialLR')",0.0005813082637453
ParticleNet-model10,"(96, 'Adam', 0.0026, 9e-05, 'ExponentialLR')",0.000529833849004
ParticleNet-model11,"(96, 'RMSprop', 0.0016, 0.00013, 'ExponentialLR')",0.0005709229995171
ParticleNet-model12,"(96, 'RMSprop', 0.0011, 0.00033, 'ReduceLROnPlateau')",0.0005522321011771
ParticleNet-model13,"(96, 'RMSprop', 0.0008, 3e-05, 'CyclicLR')",0.00054152641199
ParticleNet-model14,"(96, 'Adadelta', 0.0008, 0.00032, 'ExponentialLR')",0.000647845832078
ParticleNet-model15,"(96, 'RMSprop', 0.0027, 3e-05, 'CyclicLR')",0.0005539653423825
