model,chromosome,fitness
ParticleNet-model0,"(128, 'Adam', 0.0003, 0.00013, 'ReduceLROnPlateau')",0.0005300631297831
ParticleNet-model1,"(64, 'Adam', 0.0002, 0.00051, 'CyclicLR')",0.0005417923021243
ParticleNet-model2,"(128, 'Adam', 0.0001, 7e-05, 'CyclicLR')",0.0005497245052549
ParticleNet-model3,"(96, 'Adam', 0.0017, 0.00127, 'CyclicLR')",0.0005529748166755
ParticleNet-model4,"(128, 'Adam', 0.0022, 0.00299, 'ReduceLROnPlateau')",0.0005648664944158
ParticleNet-model5,"(96, 'RMSprop', 0.005, 0.00251, 'ReduceLROnPlateau')",0.0006227206178787
ParticleNet-model6,"(128, 'Adam', 0.0022, 0.00299, 'ReduceLROnPlateau')",0.0005798552490835
ParticleNet-model7,"(128, 'RMSprop', 0.0003, 0.00299, 'ReduceLROnPlateau')",0.0005728818722908
ParticleNet-model8,"(128, 'RMSprop', 0.0017, 0.00127, 'CyclicLR')",0.0005994057836
ParticleNet-model9,"(64, 'Adam', 0.0073, 0.00051, 'ExponentialLR')",0.0005692832426215
ParticleNet-model10,"(64, 'Adadelta', 0.0022, 0.00153, 'ExponentialLR')",0.0006573564442699
ParticleNet-model11,"(128, 'Adam', 0.0002, 0.00051, 'CyclicLR')",0.0005296853993902
ParticleNet-model12,"(64, 'Adam', 0.0006, 0.00127, 'CyclicLR')",0.0005341764803267
ParticleNet-model13,"(96, 'Adam', 0.0003, 0.0008, 'ReduceLROnPlateau')",0.0005276397614532
ParticleNet-model14,"(64, 'RMSprop', 0.0002, 0.00947, 'CyclicLR')",0.0005673053286783
ParticleNet-model15,"(64, 'Adadelta', 0.0002, 0.00051, 'CyclicLR')",0.0006673575920288
