model,chromosome,fitness
ParticleNet-model0,"(96, 'RMSprop', 0.0007, 1e-05, 'ReduceLROnPlateau')",0.0005405433753355
ParticleNet-model1,"(96, 'Adam', 0.0021, 0.00014, 'CyclicLR')",0.000545338007256
ParticleNet-model2,"(96, 'Adam', 0.0002, 5e-05, 'CyclicLR')",0.0005466374366179
ParticleNet-model3,"(96, 'Adam', 0.0001, 8e-05, 'CyclicLR')",0.0005569093427879
ParticleNet-model4,"(128, 'Adam', 0.0018, 0.00381, 'CyclicLR')",0.0005614262148912
ParticleNet-model5,"(128, 'RMSprop', 0.0002, 0.00322, 'CyclicLR')",0.0005589379591732
ParticleNet-model6,"(96, 'RMSprop', 0.0008, 0.00053, 'CyclicLR')",0.0005560695744839
ParticleNet-model7,"(96, 'Adam', 0.0027, 0.00308, 'CyclicLR')",0.0005663975534014
ParticleNet-model8,"(128, 'Adam', 0.0002, 0.00381, 'CyclicLR')",0.0005441117957059
ParticleNet-model9,"(128, 'Adadelta', 0.008, 8e-05, 'CyclicLR')",0.0005846402136741
ParticleNet-model10,"(64, 'RMSprop', 0.0002, 0.00015, 'CyclicLR')",0.0005435292669895
ParticleNet-model11,"(96, 'Adadelta', 0.0002, 0.00029, 'ExponentialLR')",0.0006612262287291
ParticleNet-model12,"(96, 'Adadelta', 0.0027, 0.00029, 'CyclicLR')",0.0005918684717392
ParticleNet-model13,"(96, 'Adam', 0.0001, 8e-05, 'ExponentialLR')",0.0005742360087801
ParticleNet-model14,"(96, 'RMSprop', 0.0001, 0.00267, 'ReduceLROnPlateau')",0.0005584990387005
ParticleNet-model15,"(96, 'Adam', 0.0021, 0.00014, 'ReduceLROnPlateau')",0.0005409820110529
