model,chromosome,fitness
ParticleNet-model0,"(128, 'Adam', 0.0016, 3e-05, 'ReduceLROnPlateau')",0.0004213415671135
ParticleNet-model1,"(128, 'Adam', 0.0016, 3e-05, 'ReduceLROnPlateau')",0.0004192764864754
ParticleNet-model2,"(96, 'Adam', 0.0016, 2e-05, 'ReduceLROnPlateau')",0.000419647906504
ParticleNet-model3,"(64, 'Adam', 0.001, 0.0001, 'ReduceLROnPlateau')",0.0004241600282389
ParticleNet-model4,"(96, 'Adam', 0.0007, 0.00016, 'CyclicLR')",0.0004255960639765
ParticleNet-model5,"(96, 'Adam', 0.0046, 0.00045, 'ExponentialLR')",0.0004459877928356
ParticleNet-model6,"(64, 'Adam', 0.0008, 0.0001, 'ReduceLROnPlateau')",0.0004220382420553
ParticleNet-model7,"(128, 'Adam', 0.0016, 0.00016, 'ReduceLROnPlateau')",0.0004221145174303
ParticleNet-model8,"(96, 'Adam', 0.0013, 0.00016, 'ExponentialLR')",0.0004231881396576
ParticleNet-model9,"(96, 'Adam', 0.001, 0.0001, 'ReduceLROnPlateau')",0.0004216557645191
ParticleNet-model10,"(96, 'Adam', 0.0016, 3e-05, 'ReduceLROnPlateau')",0.0004221568964166
ParticleNet-model11,"(128, 'Adam', 0.0008, 0.0001, 'CyclicLR')",0.0004211408210017
ParticleNet-model12,"(64, 'Adam', 0.001, 0.0001, 'ReduceLROnPlateau')",0.000422834676638
ParticleNet-model13,"(96, 'Adam', 0.0007, 0.00016, 'CyclicLR')",0.0004218592232573
ParticleNet-model14,"(128, 'Adam', 0.0016, 0.0001, 'CyclicLR')",0.0004246018503841
ParticleNet-model15,"(96, 'Adam', 0.0046, 0.00016, 'ExponentialLR')",0.0004286076995967
