model,chromosome,fitness
ParticleNet-model0,"(128, 'Adam', 0.0018, 2e-05, 'ExponentialLR')",0.000419990223698
ParticleNet-model1,"(128, 'Adam', 0.0034, 1e-05, 'ReduceLROnPlateau')",0.0004199711718014
ParticleNet-model2,"(96, 'Adam', 0.0008, 3e-05, 'ExponentialLR')",0.0004220837966428
ParticleNet-model3,"(128, 'Adam', 0.0011, 0.00049, 'ExponentialLR')",0.0004227025192355
ParticleNet-model4,"(64, 'RMSprop', 0.0001, 2e-05, 'ExponentialLR')",0.0004258594474857
ParticleNet-model5,"(64, 'Adam', 0.0011, 4e-05, 'CyclicLR')",0.0004251811320097
ParticleNet-model6,"(128, 'Adam', 0.0005, 2e-05, 'CyclicLR')",0.0004215894363674
ParticleNet-model7,"(128, 'Adam', 0.0008, 3e-05, 'ExponentialLR')",0.0004206149869899
ParticleNet-model8,"(128, 'Adam', 0.0034, 0.00153, 'ReduceLROnPlateau')",0.0004553564111177
ParticleNet-model9,"(128, 'RMSprop', 0.0034, 1e-05, 'ReduceLROnPlateau')",0.0004684722313465
ParticleNet-model10,"(128, 'Adam', 0.0005, 0.00153, 'CyclicLR')",0.0004288297132551
ParticleNet-model11,"(128, 'Adam', 0.0011, 4e-05, 'CyclicLR')",0.0004239654924055
ParticleNet-model12,"(64, 'Adam', 0.0003, 1e-05, 'ExponentialLR')",0.000435097762617
ParticleNet-model13,"(64, 'RMSprop', 0.0001, 2e-05, 'CyclicLR')",0.0004225795866872
ParticleNet-model14,"(128, 'Adadelta', 0.0011, 0.00049, 'ExponentialLR')",0.0005534737955801
ParticleNet-model15,"(128, 'RMSprop', 0.0005, 2e-05, 'ExponentialLR')",0.0004248642820683
