model,chromosome,fitness
ParticleNet-model0,"(96, 'RMSprop', 0.0005, 5e-05, 'ExponentialLR')",0.0005728909780529
ParticleNet-model1,"(64, 'Adam', 0.0006, 0.00093, 'ReduceLROnPlateau')",0.0005625598255609
ParticleNet-model2,"(64, 'Adam', 0.0012, 0.00122, 'ReduceLROnPlateau')",0.0005639098090274
ParticleNet-model3,"(64, 'Adam', 0.0008, 0.00183, 'CyclicLR')",0.0005707654914341
ParticleNet-model4,"(64, 'RMSprop', 0.0003, 0.00372, 'ReduceLROnPlateau')",0.0005844706856527
ParticleNet-model5,"(64, 'RMSprop', 0.0006, 0.00033, 'ReduceLROnPlateau')",0.0005863437698676
ParticleNet-model6,"(64, 'RMSprop', 0.0039, 0.00093, 'ExponentialLR')",0.0006253888767257
ParticleNet-model7,"(128, 'RMSprop', 0.0063, 0.0044, 'ExponentialLR')",0.0006455243727322
ParticleNet-model8,"(96, 'Adadelta', 0.0044, 0.00033, 'CyclicLR')",0.0006219483257317
ParticleNet-model9,"(64, 'Adam', 0.0005, 0.00181, 'ExponentialLR')",0.0005640450970968
ParticleNet-model10,"(96, 'Adam', 0.0006, 0.00065, 'CyclicLR')",0.0005626282456812
ParticleNet-model11,"(64, 'Adam', 0.0008, 0.00183, 'CyclicLR')",0.0005692469005907
ParticleNet-model12,"(96, 'RMSprop', 0.0005, 0.00133, 'CyclicLR')",0.0005787729372649
ParticleNet-model13,"(96, 'Adam', 0.0076, 5e-05, 'ReduceLROnPlateau')",0.0005601929779034
ParticleNet-model14,"(64, 'RMSprop', 0.0063, 0.0044, 'ExponentialLR')",0.0006538918119851
ParticleNet-model15,"(128, 'Adadelta', 0.0044, 0.00133, 'CyclicLR')",0.000617042684602
