model,chromosome,fitness
ParticleNet-model0,"(64, 'Adam', 0.0002, 0.00317, 'ReduceLROnPlateau')",0.0004534835287776
ParticleNet-model1,"(64, 'RMSprop', 0.001, 6e-05, 'CyclicLR')",0.0004609603496698
ParticleNet-model2,"(96, 'RMSprop', 0.0004, 0.00949, 'ReduceLROnPlateau')",0.0004687832992685
ParticleNet-model3,"(96, 'RMSprop', 0.0027, 0.00228, 'CyclicLR')",0.0004876804497255
ParticleNet-model4,"(96, 'RMSprop', 0.0024, 3e-05, 'ExponentialLR')",0.0004776441915664
ParticleNet-model5,"(64, 'Adam', 0.0064, 0.00014, 'CyclicLR')",0.0004586814231176
ParticleNet-model6,"(64, 'Adam', 0.0002, 0.00317, 'ReduceLROnPlateau')",0.000453420391437
ParticleNet-model7,"(64, 'Adam', 0.0011, 0.00317, 'ReduceLROnPlateau')",0.0004589408196123
ParticleNet-model8,"(96, 'RMSprop', 0.0078, 3e-05, 'CyclicLR')",0.00048625626389
ParticleNet-model9,"(64, 'RMSprop', 0.0004, 0.00011, 'ReduceLROnPlateau')",0.0004622124233409
ParticleNet-model10,"(64, 'Adam', 0.0002, 0.00949, 'ReduceLROnPlateau')",0.0004549229384186
ParticleNet-model11,"(64, 'RMSprop', 0.0027, 0.00317, 'ReduceLROnPlateau')",0.000535356222372
ParticleNet-model12,"(96, 'Adadelta', 0.0003, 0.00862, 'ExponentialLR')",0.0006231886381032
ParticleNet-model13,"(64, 'RMSprop', 0.0007, 3e-05, 'ReduceLROnPlateau')",0.0004592851737754
ParticleNet-model14,"(64, 'Adadelta', 0.0027, 2e-05, 'CyclicLR')",0.0005017993077208
ParticleNet-model15,"(128, 'Adadelta', 0.0036, 0.00862, 'ExponentialLR')",0.0005003720731559
