model,chromosome,fitness
ParticleNet-model0,"(96, 'Adam', 0.0007, 1e-05, 'ReduceLROnPlateau')",0.0005400488546384
ParticleNet-model1,"(96, 'RMSprop', 0.0001, 0.00053, 'ReduceLROnPlateau')",0.0005416480553271
ParticleNet-model2,"(96, 'RMSprop', 0.0007, 1e-05, 'ReduceLROnPlateau')",0.0005435494147871
ParticleNet-model3,"(128, 'RMSprop', 0.0002, 0.00015, 'CyclicLR')",0.0005414885512182
ParticleNet-model4,"(96, 'Adam', 0.0002, 0.00047, 'CyclicLR')",0.0005434356918871
ParticleNet-model5,"(96, 'RMSprop', 0.0021, 0.00015, 'CyclicLR')",0.0005647504261402
ParticleNet-model6,"(128, 'RMSprop', 0.0002, 1e-05, 'ReduceLROnPlateau')",0.0005392261879483
ParticleNet-model7,"(96, 'Adam', 0.0002, 1e-05, 'ReduceLROnPlateau')",0.0005468656009015
ParticleNet-model8,"(128, 'RMSprop', 0.0002, 0.00015, 'CyclicLR')",0.0005418284001123
ParticleNet-model9,"(128, 'Adam', 0.0002, 0.00189, 'CyclicLR')",0.0005431114153078
ParticleNet-model10,"(128, 'Adam', 0.0001, 0.00053, 'CyclicLR')",0.0005456593827448
ParticleNet-model11,"(96, 'Adam', 0.0024, 0.00047, 'CyclicLR')",0.0005542823289775
ParticleNet-model12,"(96, 'Adam', 0.0007, 0.00015, 'ReduceLROnPlateau')",0.0005421133463161
ParticleNet-model13,"(96, 'Adadelta', 0.0009, 0.00188, 'CyclicLR')",0.0006017546585778
ParticleNet-model14,"(128, 'Adam', 0.0002, 0.00015, 'CyclicLR')",0.0005438059389948
ParticleNet-model15,"(64, 'RMSprop', 0.0002, 0.00011, 'CyclicLR')",0.0005429148666252
