model,chromosome,fitness
ParticleNet-model0,"(128, 'Adam', 0.0013, 0.00018, 'ReduceLROnPlateau')",0.0005085331786673
ParticleNet-model1,"(96, 'Adam', 0.0014, 0.00035, 'ExponentialLR')",0.0005095665670701
ParticleNet-model2,"(64, 'Adam', 0.0008, 0.00064, 'ReduceLROnPlateau')",0.0005138511730874
ParticleNet-model3,"(64, 'Adam', 0.0004, 0.00164, 'ReduceLROnPlateau')",0.0005131693182792
ParticleNet-model4,"(64, 'Adam', 0.0011, 0.00023, 'CyclicLR')",0.0005156710419277
ParticleNet-model5,"(64, 'Adam', 0.0008, 0.00064, 'ExponentialLR')",0.0005117312897151
ParticleNet-model6,"(64, 'Adam', 0.0001, 6e-05, 'CyclicLR')",0.0005325758970252
ParticleNet-model7,"(128, 'Adam', 0.0013, 0.00018, 'ReduceLROnPlateau')",0.000507482769132
ParticleNet-model8,"(64, 'Adam', 0.0008, 0.00023, 'ReduceLROnPlateau')",0.0005130175988048
ParticleNet-model9,"(64, 'RMSprop', 0.0011, 0.00026, 'ReduceLROnPlateau')",0.0005566331044267
ParticleNet-model10,"(128, 'Adam', 0.0073, 0.00695, 'ExponentialLR')",0.0005732801726026
ParticleNet-model11,"(64, 'Adam', 0.0086, 2e-05, 'CyclicLR')",0.0005182442515613
ParticleNet-model12,"(128, 'Adadelta', 0.0086, 2e-05, 'CyclicLR')",0.0005630530559484
ParticleNet-model13,"(96, 'Adadelta', 0.0004, 0.00695, 'ExponentialLR')",0.0006653842871551
ParticleNet-model14,"(128, 'Adadelta', 0.0011, 2e-05, 'CyclicLR')",0.00062970627222
ParticleNet-model15,"(96, 'Adam', 0.0004, 0.00164, 'ReduceLROnPlateau')",0.0005123043066636
