model,chromosome,fitness
ParticleNet-model0,"(128, 'Adam', 0.0018, 2e-05, 'ExponentialLR')",0.0004189285500712
ParticleNet-model1,"(128, 'Adam', 0.0018, 1e-05, 'ExponentialLR')",0.0004187718411013
ParticleNet-model2,"(128, 'Adam', 0.0008, 3e-05, 'ExponentialLR')",0.0004199801297768
ParticleNet-model3,"(128, 'Adam', 0.0005, 2e-05, 'CyclicLR')",0.0004216102492791
ParticleNet-model4,"(128, 'Adam', 0.0005, 0.00153, 'ExponentialLR')",0.0004191050931834
ParticleNet-model5,"(128, 'Adam', 0.0005, 3e-05, 'CyclicLR')",0.0004201275935772
ParticleNet-model6,"(128, 'Adam', 0.0008, 2e-05, 'ExponentialLR')",0.000420169351557
ParticleNet-model7,"(128, 'RMSprop', 0.0016, 3e-05, 'ExponentialLR')",0.0004489892233352
ParticleNet-model8,"(128, 'Adam', 0.0005, 2e-05, 'ExponentialLR')",0.0004226343334106
ParticleNet-model9,"(128, 'Adam', 0.0008, 3e-05, 'ExponentialLR')",0.0004202881352946
ParticleNet-model10,"(128, 'Adam', 0.0018, 2e-05, 'ExponentialLR')",0.0004193435044917
ParticleNet-model11,"(128, 'Adam', 0.0018, 1e-05, 'ExponentialLR')",0.000419743707015
ParticleNet-model12,"(128, 'Adam', 0.0024, 0.00153, 'ExponentialLR')",0.0004428620975322
ParticleNet-model13,"(128, 'RMSprop', 0.0001, 2e-05, 'ReduceLROnPlateau')",0.0004226031686804
ParticleNet-model14,"(128, 'Adam', 0.0011, 3e-05, 'ExponentialLR')",0.0004197165585115
ParticleNet-model15,"(128, 'Adam', 0.0011, 3e-05, 'ReduceLROnPlateau')",0.0004214263246584
