model,chromosome,fitness
ParticleNet-model0,"(96, 'Adam', 0.0018, 6e-05, 'ExponentialLR')",0.0005124589702069
ParticleNet-model1,"(128, 'Adam', 0.0002, 0.00038, 'ReduceLROnPlateau')",0.0005139937168854
ParticleNet-model2,"(96, 'Adam', 0.0018, 6e-05, 'ExponentialLR')",0.0005126041001769
ParticleNet-model3,"(128, 'Adam', 0.0002, 0.00036, 'CyclicLR')",0.0005122338405244
ParticleNet-model4,"(128, 'Adam', 0.0008, 0.00038, 'ReduceLROnPlateau')",0.0005131926556186
ParticleNet-model5,"(96, 'Adam', 0.0018, 6e-05, 'CyclicLR')",0.0005179822549546
ParticleNet-model6,"(64, 'Adam', 0.0008, 0.00038, 'CyclicLR')",0.0005206496214649
ParticleNet-model7,"(96, 'Adam', 0.0011, 0.00018, 'ExponentialLR')",0.0005125600803601
ParticleNet-model8,"(64, 'Adam', 0.0002, 2e-05, 'ExponentialLR')",0.0005288246851207
ParticleNet-model9,"(96, 'Adam', 0.0008, 0.00036, 'CyclicLR')",0.0005181569482609
ParticleNet-model10,"(128, 'Adam', 0.0008, 0.00034, 'CyclicLR')",0.0005177008228369
ParticleNet-model11,"(96, 'RMSprop', 0.0003, 6e-05, 'ExponentialLR')",0.0005139924224763
ParticleNet-model12,"(128, 'Adadelta', 0.0002, 2e-05, 'ExponentialLR')",0.0006523511289624
ParticleNet-model13,"(64, 'Adam', 0.0018, 6e-05, 'ReduceLROnPlateau')",0.0005160354918428
ParticleNet-model14,"(128, 'Adam', 0.0008, 0.00038, 'ReduceLROnPlateau')",0.0005129293606848
ParticleNet-model15,"(96, 'Adam', 0.0018, 6e-05, 'ExponentialLR')",0.0005130078844697
