model,chromosome,fitness
ParticleNet-model0,"(128, 'Adam', 0.0002, 0.00036, 'CyclicLR')",0.0005134172272705
ParticleNet-model1,"(96, 'Adam', 0.0018, 6e-05, 'ExponentialLR')",0.000512875341102
ParticleNet-model2,"(96, 'Adam', 0.0011, 0.00018, 'ExponentialLR')",0.000512850853942
ParticleNet-model3,"(96, 'Adam', 0.0018, 6e-05, 'ExponentialLR')",0.0005125625689071
ParticleNet-model4,"(128, 'Adam', 0.0008, 0.00038, 'ReduceLROnPlateau')",0.000519737614359
ParticleNet-model5,"(96, 'Adam', 0.0002, 6e-05, 'ReduceLROnPlateau')",0.0005170426011573
ParticleNet-model6,"(128, 'Adam', 0.0008, 6e-05, 'ExponentialLR')",0.0005104942581673
ParticleNet-model7,"(128, 'Adam', 0.0011, 0.00038, 'ReduceLROnPlateau')",0.0005149989040064
ParticleNet-model8,"(128, 'Adam', 0.0018, 6e-05, 'ExponentialLR')",0.0005117917756487
ParticleNet-model9,"(96, 'Adam', 0.0003, 6e-05, 'ExponentialLR')",0.0005200520654017
ParticleNet-model10,"(128, 'Adam', 0.0008, 0.00036, 'CyclicLR')",0.0005184696625918
ParticleNet-model11,"(96, 'Adam', 0.0018, 6e-05, 'ReduceLROnPlateau')",0.0005140717575458
ParticleNet-model12,"(128, 'Adam', 0.0018, 0.00036, 'ExponentialLR')",0.0005174588583062
ParticleNet-model13,"(64, 'Adam', 0.0018, 6e-05, 'ReduceLROnPlateau')",0.0005168247952303
ParticleNet-model14,"(96, 'Adam', 0.0018, 6e-05, 'CyclicLR')",0.0005174751188743
ParticleNet-model15,"(64, 'Adam', 0.0018, 2e-05, 'ExponentialLR')",0.0005158163280942
