model,chromosome,fitness
ParticleNet-model0,"(64, 'Adam', 0.0005, 0.00033, 'ExponentialLR')",0.0005314015960528
ParticleNet-model1,"(128, 'RMSprop', 0.0097, 0.00895, 'CyclicLR')",0.0006350894639709
ParticleNet-model2,"(96, 'RMSprop', 0.0053, 9e-05, 'ExponentialLR')",0.0005903223598738
ParticleNet-model3,"(96, 'Adadelta', 0.0073, 0.00238, 'ReduceLROnPlateau')",0.0006020235592513
ParticleNet-model4,"(64, 'Adadelta', 0.007, 1e-05, 'ExponentialLR')",0.000628603950507
ParticleNet-model5,"(96, 'Adadelta', 0.0066, 0.00109, 'CyclicLR')",0.0005979354620993
ParticleNet-model6,"(64, 'RMSprop', 0.0002, 0.00758, 'CyclicLR')",0.0005572263543334
ParticleNet-model7,"(96, 'Adam', 0.0034, 0.00105, 'ExponentialLR')",0.0005544976072977
ParticleNet-model8,"(128, 'RMSprop', 0.0002, 0.00049, 'ExponentialLR')",0.0005396991120958
ParticleNet-model9,"(96, 'RMSprop', 0.0066, 0.00397, 'CyclicLR')",0.0006280711983646
ParticleNet-model10,"(64, 'RMSprop', 0.0011, 0.00012, 'ReduceLROnPlateau')",0.0005623857998442
ParticleNet-model11,"(64, 'Adadelta', 0.0034, 3e-05, 'ReduceLROnPlateau')",0.0006229403255533
ParticleNet-model12,"(96, 'Adadelta', 0.0002, 0.00451, 'CyclicLR')",0.000673193058571
ParticleNet-model13,"(128, 'Adam', 0.0004, 0.00014, 'ExponentialLR')",0.0005273773862438
ParticleNet-model14,"(96, 'RMSprop', 0.0036, 9e-05, 'ExponentialLR')",0.0005871098318338
ParticleNet-model15,"(128, 'Adam', 0.0002, 0.0021, 'CyclicLR')",0.0005281399701911
