model,chromosome,fitness
ParticleNet-model0,"(128, 'Adadelta', 0.0097, 0.00073, 'CyclicLR')",0.0004620629249103
ParticleNet-model1,"(64, 'RMSprop', 0.0032, 0.00014, 'ExponentialLR')",0.0004719089138201
ParticleNet-model2,"(96, 'Adadelta', 0.0055, 0.00903, 'CyclicLR')",0.0004674644516492
ParticleNet-model3,"(128, 'RMSprop', 0.0009, 0.00056, 'CyclicLR')",0.0004390017952233
ParticleNet-model4,"(96, 'Adadelta', 0.0042, 2e-05, 'CyclicLR')",0.0004777582319884
ParticleNet-model5,"(128, 'Adadelta', 0.0021, 0.00147, 'CyclicLR')",0.0004847358648439
ParticleNet-model6,"(96, 'Adadelta', 0.0075, 4e-05, 'ExponentialLR')",0.0004849233469486
ParticleNet-model7,"(64, 'RMSprop', 0.0091, 0.00545, 'ReduceLROnPlateau')",0.0005130658353694
ParticleNet-model8,"(64, 'Adam', 0.0004, 0.00191, 'CyclicLR')",0.0004278913688233
ParticleNet-model9,"(128, 'RMSprop', 0.002, 3e-05, 'CyclicLR')",0.0004352491186975
ParticleNet-model10,"(128, 'RMSprop', 0.0009, 0.00239, 'CyclicLR')",0.0004502532800968
ParticleNet-model11,"(128, 'Adam', 0.0019, 0.0003, 'ExponentialLR')",0.0004205101301964
ParticleNet-model12,"(128, 'Adam', 0.0053, 0.00121, 'ExponentialLR')",0.0004407189063768
ParticleNet-model13,"(64, 'Adam', 0.001, 0.00022, 'ReduceLROnPlateau')",0.0004249093002336
ParticleNet-model14,"(96, 'RMSprop', 0.0006, 0.00608, 'CyclicLR')",0.0004498092347386
ParticleNet-model15,"(96, 'RMSprop', 0.0001, 0.0005, 'ExponentialLR')",0.0004202945502254
