model,chromosome,fitness
ParticleNet-model0,"(64, 'Adadelta', 0.0002, 0.00195, 'CyclicLR')",0.00066619480261
ParticleNet-model1,"(64, 'Adadelta', 0.0063, 0.00039, 'ReduceLROnPlateau')",0.0006381286803053
ParticleNet-model2,"(96, 'RMSprop', 0.0052, 0.00103, 'ExponentialLR')",0.0006044534617198
ParticleNet-model3,"(64, 'Adam', 0.0041, 7e-05, 'ReduceLROnPlateau')",0.000537201216461
ParticleNet-model4,"(64, 'RMSprop', 0.0022, 0.00015, 'CyclicLR')",0.0005654991879913
ParticleNet-model5,"(64, 'Adam', 0.0022, 0.00137, 'ReduceLROnPlateau')",0.0005529007138934
ParticleNet-model6,"(64, 'Adadelta', 0.0043, 9e-05, 'CyclicLR')",0.0006396858675895
ParticleNet-model7,"(64, 'RMSprop', 0.0001, 0.0002, 'ExponentialLR')",0.0005286972895386
ParticleNet-model8,"(64, 'RMSprop', 0.0053, 2e-05, 'CyclicLR')",0.0005796894881974
ParticleNet-model9,"(96, 'RMSprop', 0.0021, 2e-05, 'ReduceLROnPlateau')",0.0005624770454776
ParticleNet-model10,"(64, 'Adam', 0.0011, 0.00056, 'ExponentialLR')",0.0005305415154499
ParticleNet-model11,"(128, 'RMSprop', 0.0055, 1e-05, 'ReduceLROnPlateau')",0.0006277962931611
ParticleNet-model12,"(128, 'Adam', 0.0022, 0.0029, 'ReduceLROnPlateau')",0.0005622990983488
ParticleNet-model13,"(128, 'RMSprop', 0.0001, 0.00347, 'CyclicLR')",0.0005392272628011
ParticleNet-model14,"(96, 'Adadelta', 0.0001, 0.0016, 'ReduceLROnPlateau')",0.0006775945203398
ParticleNet-model15,"(96, 'Adam', 0.0003, 0.00108, 'CyclicLR')",0.0005303640366389
