model,chromosome,fitness
ParticleNet-model0,"(96, 'Adam', 0.0008, 5e-05, 'CyclicLR')",0.0005613798905465
ParticleNet-model1,"(96, 'Adam', 0.0076, 5e-05, 'ReduceLROnPlateau')",0.0005761542196712
ParticleNet-model2,"(96, 'Adam', 0.0006, 0.00065, 'CyclicLR')",0.000563059035093
ParticleNet-model3,"(64, 'Adam', 0.0006, 0.00093, 'ReduceLROnPlateau')",0.0005625314111462
ParticleNet-model4,"(96, 'Adam', 0.0008, 0.00183, 'ReduceLROnPlateau')",0.000562676439963
ParticleNet-model5,"(128, 'Adam', 0.0006, 0.00033, 'CyclicLR')",0.0005606813468368
ParticleNet-model6,"(96, 'Adam', 0.0006, 0.00065, 'CyclicLR')",0.000562895843651
ParticleNet-model7,"(64, 'Adam', 0.0006, 0.00065, 'ReduceLROnPlateau')",0.0005634859242382
ParticleNet-model8,"(128, 'RMSprop', 0.0006, 0.00033, 'CyclicLR')",0.0005769799096932
ParticleNet-model9,"(64, 'Adam', 0.0012, 4e-05, 'CyclicLR')",0.0005644634881838
ParticleNet-model10,"(128, 'Adam', 0.0005, 0.0044, 'ExponentialLR')",0.0005619174337879
ParticleNet-model11,"(64, 'Adam', 0.0005, 0.00042, 'CyclicLR')",0.0005630412993942
ParticleNet-model12,"(64, 'Adam', 0.0006, 0.00093, 'ReduceLROnPlateau')",0.0005618833748978
ParticleNet-model13,"(64, 'Adam', 0.0014, 0.00093, 'CyclicLR')",0.0005685766586125
ParticleNet-model14,"(128, 'RMSprop', 0.0006, 0.00069, 'ExponentialLR')",0.0005929407832568
ParticleNet-model15,"(96, 'Adam', 0.0076, 2e-05, 'ReduceLROnPlateau')",0.0005611531116645
