model,chromosome,fitness
ParticleNet-model0,"(96, 'Adam', 0.0011, 7e-05, 'ReduceLROnPlateau')",0.0005233905338109
ParticleNet-model1,"(96, 'Adam', 0.0011, 0.00056, 'ReduceLROnPlateau')",0.0005289776593798
ParticleNet-model2,"(64, 'Adam', 0.0011, 7e-05, 'ReduceLROnPlateau')",0.0005298592514542
ParticleNet-model3,"(96, 'Adam', 0.0003, 0.00108, 'CyclicLR')",0.0005293538932063
ParticleNet-model4,"(64, 'RMSprop', 0.0001, 0.0002, 'ExponentialLR')",0.0005288096767195
ParticleNet-model5,"(64, 'Adam', 0.0011, 0.00108, 'ReduceLROnPlateau')",0.0005364732318895
ParticleNet-model6,"(64, 'RMSprop', 0.0001, 0.0002, 'ExponentialLR')",0.0005284937056116
ParticleNet-model7,"(96, 'Adam', 0.0003, 0.00248, 'CyclicLR')",0.0005295725460388
ParticleNet-model8,"(96, 'Adam', 0.0009, 0.00108, 'CyclicLR')",0.0005453362614645
ParticleNet-model9,"(64, 'Adam', 0.0011, 0.00056, 'ReduceLROnPlateau')",0.0005320415603636
ParticleNet-model10,"(96, 'Adam', 0.0006, 7e-05, 'ExponentialLR')",0.0005301348030105
ParticleNet-model11,"(96, 'Adam', 0.0011, 0.00108, 'ReduceLROnPlateau')",0.0005298719597948
ParticleNet-model12,"(64, 'RMSprop', 0.0011, 0.00056, 'ReduceLROnPlateau')",0.0005736798951258
ParticleNet-model13,"(96, 'Adam', 0.0011, 7e-05, 'ExponentialLR')",0.0005256666603764
ParticleNet-model14,"(64, 'Adam', 0.0022, 7e-05, 'CyclicLR')",0.0005346964164268
ParticleNet-model15,"(64, 'Adam', 0.0037, 7e-05, 'ReduceLROnPlateau')",0.0005381833860603
