model,chromosome,fitness
ParticleNet-model0,"(128, 'Adadelta', 0.0002, 0.00027, 'ExponentialLR')",0.0006743463763697
ParticleNet-model1,"(128, 'RMSprop', 0.0006, 0.00029, 'ReduceLROnPlateau')",0.0005932626620229
ParticleNet-model2,"(128, 'Adadelta', 0.0051, 0.00312, 'ExponentialLR')",0.0006358558473537
ParticleNet-model3,"(96, 'RMSprop', 0.0002, 0.00036, 'ExponentialLR')",0.0005448116557347
ParticleNet-model4,"(64, 'RMSprop', 0.0001, 3e-05, 'ExponentialLR')",0.0005437913516265
ParticleNet-model5,"(96, 'RMSprop', 0.001, 0.00395, 'CyclicLR')",0.0006076862552827
ParticleNet-model6,"(96, 'RMSprop', 0.0002, 0.00809, 'ExponentialLR')",0.0005988176712611
ParticleNet-model7,"(64, 'RMSprop', 0.0006, 2e-05, 'CyclicLR')",0.0005603926525746
ParticleNet-model8,"(64, 'Adadelta', 0.0001, 1e-05, 'CyclicLR')",0.0006669900132079
ParticleNet-model9,"(96, 'RMSprop', 0.0003, 1e-05, 'ReduceLROnPlateau')",0.0005419290830409
ParticleNet-model10,"(128, 'Adadelta', 0.0046, 3e-05, 'CyclicLR')",0.0006670814219479
ParticleNet-model11,"(96, 'RMSprop', 0.0029, 0.00016, 'CyclicLR')",0.0005997133218181
ParticleNet-model12,"(64, 'RMSprop', 0.0002, 0.00941, 'ExponentialLR')",0.000595010642786
ParticleNet-model13,"(96, 'Adam', 0.0029, 0.00048, 'CyclicLR')",0.0005602423657985
ParticleNet-model14,"(128, 'Adadelta', 0.0015, 3e-05, 'ExponentialLR')",0.0006608550755064
ParticleNet-model15,"(128, 'Adadelta', 0.0008, 0.00015, 'CyclicLR')",0.000659217680574
