model,chromosome,fitness
ParticleNet-model0,"(128, 'RMSprop', 0.0089, 0.00322, 'CyclicLR')",0.0005912748786876
ParticleNet-model1,"(96, 'Adam', 0.0002, 5e-05, 'CyclicLR')",0.0005476084336797
ParticleNet-model2,"(128, 'Adadelta', 0.0024, 3e-05, 'ReduceLROnPlateau')",0.0005928518133714
ParticleNet-model3,"(96, 'Adam', 0.0027, 0.00308, 'CyclicLR')",0.0005662981155979
ParticleNet-model4,"(128, 'RMSprop', 0.0009, 0.00867, 'CyclicLR')",0.0005817731061164
ParticleNet-model5,"(96, 'Adam', 0.0001, 8e-05, 'CyclicLR')",0.0005554910532914
ParticleNet-model6,"(128, 'Adadelta', 0.0003, 0.00235, 'ExponentialLR')",0.0006440044364963
ParticleNet-model7,"(64, 'Adam', 0.0002, 0.00015, 'ExponentialLR')",0.0005664624465812
ParticleNet-model8,"(96, 'Adam', 0.0047, 0.00267, 'ReduceLROnPlateau')",0.0005701670273304
ParticleNet-model9,"(128, 'Adadelta', 0.0001, 0.0009, 'ExponentialLR')",0.0006645866582183
ParticleNet-model10,"(128, 'Adadelta', 0.008, 0.0001, 'CyclicLR')",0.000584821624546
ParticleNet-model11,"(96, 'RMSprop', 0.0007, 1e-05, 'ReduceLROnPlateau')",0.0005411322796229
ParticleNet-model12,"(64, 'Adadelta', 0.0009, 0.00029, 'ExponentialLR')",0.0006346000471452
ParticleNet-model13,"(64, 'Adadelta', 0.0007, 0.00755, 'ReduceLROnPlateau')",0.0006425708408189
ParticleNet-model14,"(96, 'Adam', 0.0021, 0.00014, 'CyclicLR')",0.0005451507523046
ParticleNet-model15,"(128, 'Adam', 0.0018, 0.00381, 'CyclicLR')",0.0005628978537259
