model,chromosome,fitness
ParticleNet-model0,"(128, 'Adam', 0.0016, 3e-05, 'ReduceLROnPlateau')",0.00041966709184
ParticleNet-model1,"(96, 'Adam', 0.0008, 0.00016, 'CyclicLR')",0.0004222393694531
ParticleNet-model2,"(128, 'Adam', 0.001, 0.00067, 'ReduceLROnPlateau')",0.0004227760402843
ParticleNet-model3,"(96, 'Adam', 0.0008, 0.00016, 'CyclicLR')",0.0004219632014225
ParticleNet-model4,"(96, 'Adam', 0.0007, 0.00016, 'CyclicLR')",0.0004216573540305
ParticleNet-model5,"(96, 'Adam', 0.0016, 2e-05, 'ReduceLROnPlateau')",0.0004207011524915
ParticleNet-model6,"(128, 'Adam', 0.0046, 4e-05, 'ExponentialLR')",0.0004225073410111
ParticleNet-model7,"(96, 'Adam', 0.0012, 0.00045, 'ExponentialLR')",0.0004243913561388
ParticleNet-model8,"(128, 'Adam', 0.0016, 3e-05, 'ReduceLROnPlateau')",0.0004191023221773
ParticleNet-model9,"(64, 'Adam', 0.001, 0.00067, 'ReduceLROnPlateau')",0.000430756124049
ParticleNet-model10,"(128, 'Adam', 0.0046, 0.00067, 'ReduceLROnPlateau')",0.0004334349339945
ParticleNet-model11,"(64, 'Adam', 0.001, 0.0001, 'ReduceLROnPlateau')",0.0004214879253343
ParticleNet-model12,"(96, 'Adam', 0.0008, 0.00016, 'CyclicLR')",0.0004245124853306
ParticleNet-model13,"(64, 'Adam', 0.0002, 0.00026, 'ReduceLROnPlateau')",0.000427841827556
ParticleNet-model14,"(96, 'Adam', 0.0013, 0.00016, 'CyclicLR')",0.0004275010062093
ParticleNet-model15,"(128, 'Adam', 0.0016, 0.0001, 'CyclicLR')",0.0004233006588001
