model,chromosome,fitness
ParticleNet-model0,"(128, 'Adam', 0.0003, 0.0008, 'ReduceLROnPlateau')",0.0005243544941706
ParticleNet-model1,"(128, 'Adam', 0.0003, 0.00051, 'ReduceLROnPlateau')",0.0005260817953292
ParticleNet-model2,"(96, 'Adam', 0.0003, 0.00127, 'ReduceLROnPlateau')",0.0005298500644328
ParticleNet-model3,"(96, 'Adam', 0.0003, 0.0008, 'ReduceLROnPlateau')",0.0005271168073645
ParticleNet-model4,"(96, 'Adam', 0.0003, 0.00051, 'CyclicLR')",0.000530215374408
ParticleNet-model5,"(96, 'Adam', 0.0003, 0.00013, 'CyclicLR')",0.0005321516926289
ParticleNet-model6,"(128, 'Adam', 0.0003, 0.00051, 'ReduceLROnPlateau')",0.0005260750249035
ParticleNet-model7,"(128, 'Adam', 0.0003, 0.00013, 'ReduceLROnPlateau')",0.0005308759611781
ParticleNet-model8,"(64, 'Adam', 0.0002, 0.00127, 'CyclicLR')",0.0005384986126113
ParticleNet-model9,"(96, 'Adadelta', 0.0003, 0.00153, 'CyclicLR')",0.0006751878971781
ParticleNet-model10,"(128, 'Adam', 0.0003, 0.0008, 'CyclicLR')",0.0005270871598988
ParticleNet-model11,"(64, 'Adam', 0.0003, 0.00016, 'CyclicLR')",0.0005394941187305
ParticleNet-model12,"(128, 'Adam', 0.0001, 0.00051, 'CyclicLR')",0.00054270718408
ParticleNet-model13,"(128, 'Adam', 0.0004, 0.00051, 'ReduceLROnPlateau')",0.0005261712501198
ParticleNet-model14,"(96, 'Adam', 0.0008, 0.00127, 'ReduceLROnPlateau')",0.0005258412398796
ParticleNet-model15,"(96, 'Adam', 0.0003, 0.0008, 'CyclicLR')",0.0005290680760883
