model,chromosome,fitness
ParticleNet-model0,"(96, 'Adam', 0.0017, 6e-05, 'ReduceLROnPlateau')",0.0004286704849045
ParticleNet-model1,"(96, 'Adam', 0.0012, 5e-05, 'ReduceLROnPlateau')",0.0004269586021868
ParticleNet-model2,"(96, 'Adam', 0.0017, 5e-05, 'ReduceLROnPlateau')",0.0004285747652385
ParticleNet-model3,"(96, 'RMSprop', 0.0001, 6e-05, 'ReduceLROnPlateau')",0.0004289639803252
ParticleNet-model4,"(64, 'RMSprop', 0.0001, 0.00055, 'ReduceLROnPlateau')",0.0004305331913044
ParticleNet-model5,"(64, 'Adam', 0.0012, 5e-05, 'ReduceLROnPlateau')",0.0004335811033526
ParticleNet-model6,"(64, 'Adam', 0.0003, 6e-05, 'ReduceLROnPlateau')",0.0004360003038099
ParticleNet-model7,"(96, 'RMSprop', 0.0001, 0.00055, 'ReduceLROnPlateau')",0.0004329637899897
ParticleNet-model8,"(96, 'Adam', 0.0023, 6e-05, 'CyclicLR')",0.0004369145551387
ParticleNet-model9,"(64, 'Adam', 0.0002, 5e-05, 'ReduceLROnPlateau')",0.0004414369065912
ParticleNet-model10,"(64, 'Adam', 0.0022, 0.00055, 'CyclicLR')",0.0004399544170402
ParticleNet-model11,"(64, 'Adam', 0.0017, 0.00055, 'ReduceLROnPlateau')",0.00043216770367
ParticleNet-model12,"(96, 'Adam', 0.0001, 7e-05, 'ReduceLROnPlateau')",0.0004442049924654
ParticleNet-model13,"(96, 'Adam', 0.0009, 6e-05, 'CyclicLR')",0.0004279450050537
ParticleNet-model14,"(96, 'RMSprop', 0.0001, 0.00862, 'ExponentialLR')",0.0004474713640083
ParticleNet-model15,"(64, 'RMSprop', 0.0017, 5e-05, 'CyclicLR')",0.0004423642314826
