model,chromosome,fitness
ParticleNet-model0,"(128, 'Adam', 0.0026, 6e-05, 'ReduceLROnPlateau')",0.0005379030055443
ParticleNet-model1,"(96, 'Adam', 0.0023, 4e-05, 'ExponentialLR')",0.0005296266960417
ParticleNet-model2,"(96, 'Adam', 0.0026, 9e-05, 'ExponentialLR')",0.0005302152839734
ParticleNet-model3,"(96, 'Adam', 0.0016, 6e-05, 'ExponentialLR')",0.0005293798912941
ParticleNet-model4,"(64, 'Adam', 0.0016, 6e-05, 'ExponentialLR')",0.0005325072052468
ParticleNet-model5,"(96, 'Adam', 0.0023, 6e-05, 'ExponentialLR')",0.0005294214031454
ParticleNet-model6,"(64, 'Adam', 0.0026, 0.00179, 'CyclicLR')",0.0005503768177316
ParticleNet-model7,"(96, 'Adam', 0.0026, 0.0074, 'ExponentialLR')",0.0005631487459874
ParticleNet-model8,"(128, 'Adadelta', 0.0026, 9e-05, 'ExponentialLR')",0.000625846983875
ParticleNet-model9,"(96, 'Adam', 0.0006, 4e-05, 'ExponentialLR')",0.0005344253000467
ParticleNet-model10,"(128, 'Adam', 0.0027, 6e-05, 'CyclicLR')",0.0005359100811727
ParticleNet-model11,"(128, 'Adam', 0.0026, 6e-05, 'ReduceLROnPlateau')",0.0005282426782849
ParticleNet-model12,"(96, 'Adam', 0.0027, 4e-05, 'ExponentialLR')",0.0005300061495327
ParticleNet-model13,"(96, 'Adam', 0.0016, 6e-05, 'ExponentialLR')",0.0005298723247577
ParticleNet-model14,"(128, 'Adam', 0.0026, 0.00412, 'ReduceLROnPlateau')",0.0005701546192118
ParticleNet-model15,"(64, 'Adam', 0.0023, 6e-05, 'ExponentialLR')",0.0005314691724875
