model,chromosome,fitness
ParticleNet-model0,"(64, 'Adam', 0.0011, 0.00023, 'CyclicLR')",0.0005144417927255
ParticleNet-model1,"(96, 'Adadelta', 0.0037, 2e-05, 'CyclicLR')",0.0005938349119471
ParticleNet-model2,"(64, 'Adam', 0.0004, 0.00164, 'ReduceLROnPlateau')",0.0005142994636746
ParticleNet-model3,"(128, 'RMSprop', 0.0013, 0.00214, 'ExponentialLR')",0.0005796207797958
ParticleNet-model4,"(64, 'Adadelta', 0.0042, 0.00078, 'CyclicLR')",0.0005989788933464
ParticleNet-model5,"(64, 'RMSprop', 0.005, 0.00049, 'ExponentialLR')",0.0005903996701384
ParticleNet-model6,"(128, 'RMSprop', 0.005, 0.00017, 'ReduceLROnPlateau')",0.0005739949113124
ParticleNet-model7,"(64, 'Adam', 0.0008, 0.00064, 'ReduceLROnPlateau')",0.0005130064047231
ParticleNet-model8,"(96, 'Adam', 0.0073, 0.00393, 'CyclicLR')",0.0005683409127304
ParticleNet-model9,"(96, 'RMSprop', 0.0005, 0.00028, 'ReduceLROnPlateau')",0.0005376278855278
ParticleNet-model10,"(96, 'Adam', 0.0004, 0.00695, 'ExponentialLR')",0.000514514228046
ParticleNet-model11,"(128, 'Adadelta', 0.0086, 2e-05, 'CyclicLR')",0.0005635137599472
ParticleNet-model12,"(128, 'Adam', 0.0013, 0.00018, 'ReduceLROnPlateau')",0.0005090667067469
ParticleNet-model13,"(64, 'RMSprop', 0.0011, 0.00026, 'ReduceLROnPlateau')",0.000560405496488
ParticleNet-model14,"(96, 'Adam', 0.0014, 0.00035, 'ExponentialLR')",0.0005092991711957
ParticleNet-model15,"(128, 'Adam', 0.0001, 6e-05, 'CyclicLR')",0.0005206421302684
