model,chromosome,fitness
ParticleNet-model0,"(64, 'RMSprop', 0.0004, 0.00046, 'CyclicLR')",0.0004569106410428
ParticleNet-model1,"(96, 'Adadelta', 0.0002, 8e-05, 'ReduceLROnPlateau')",0.0005874772961565
ParticleNet-model2,"(128, 'RMSprop', 0.0018, 0.00038, 'CyclicLR')",0.0004626189439959
ParticleNet-model3,"(96, 'Adadelta', 0.003, 0.00024, 'ReduceLROnPlateau')",0.0004996972443546
ParticleNet-model4,"(128, 'Adadelta', 0.0002, 0.00904, 'ExponentialLR')",0.0006248293697277
ParticleNet-model5,"(64, 'RMSprop', 0.0001, 0.00024, 'CyclicLR')",0.0004449052217065
ParticleNet-model6,"(64, 'Adadelta', 0.0005, 0.00017, 'ExponentialLR')",0.0005975463240999
ParticleNet-model7,"(64, 'RMSprop', 0.0016, 0.00039, 'ExponentialLR')",0.0004795942827041
ParticleNet-model8,"(96, 'RMSprop', 0.0009, 3e-05, 'ReduceLROnPlateau')",0.0004627054267968
ParticleNet-model9,"(96, 'Adam', 0.0028, 0.00427, 'ReduceLROnPlateau')",0.0004658008423482
ParticleNet-model10,"(128, 'RMSprop', 0.0018, 7e-05, 'ReduceLROnPlateau')",0.0004726490807398
ParticleNet-model11,"(96, 'Adam', 0.0002, 0.00306, 'ReduceLROnPlateau')",0.0004467112292113
ParticleNet-model12,"(96, 'Adam', 0.0017, 0.0002, 'ReduceLROnPlateau')",0.0004440892860123
ParticleNet-model13,"(64, 'Adadelta', 0.0003, 0.00012, 'ReduceLROnPlateau')",0.0006168210371745
ParticleNet-model14,"(128, 'RMSprop', 0.0002, 0.00189, 'ReduceLROnPlateau')",0.0004520945896467
ParticleNet-model15,"(96, 'RMSprop', 0.007, 3e-05, 'ExponentialLR')",0.0004839702048771
