model,chromosome,fitness
ParticleNet-model0,"(96, 'Adam', 0.0043, 8e-05, 'ExponentialLR')",0.0005389559667023
ParticleNet-model1,"(96, 'Adam', 0.0003, 8e-05, 'ExponentialLR')",0.0005313236048592
ParticleNet-model2,"(128, 'Adam', 0.0008, 0.00208, 'ExponentialLR')",0.0005357400612524
ParticleNet-model3,"(128, 'Adam', 0.0008, 0.00208, 'CyclicLR')",0.0005397885673996
ParticleNet-model4,"(128, 'Adam', 0.008, 0.00081, 'ReduceLROnPlateau')",0.0005757922673359
ParticleNet-model5,"(96, 'Adam', 0.0008, 8e-05, 'ExponentialLR')",0.0005276050263849
ParticleNet-model6,"(128, 'Adam', 0.0003, 0.00208, 'ExponentialLR')",0.0005290284622057
ParticleNet-model7,"(96, 'Adam', 0.0003, 0.00208, 'ExponentialLR')",0.0005283717275509
ParticleNet-model8,"(128, 'Adam', 0.0008, 0.00208, 'CyclicLR')",0.000539142527671
ParticleNet-model9,"(96, 'Adam', 0.008, 0.00208, 'ExponentialLR')",0.0005860637973087
ParticleNet-model10,"(128, 'Adam', 0.0043, 0.00096, 'ReduceLROnPlateau')",0.0005605615264456
ParticleNet-model11,"(96, 'Adam', 0.0043, 8e-05, 'ExponentialLR')",0.0005356588222205
ParticleNet-model12,"(128, 'Adam', 0.0006, 0.00081, 'ExponentialLR')",0.0005292878693545
ParticleNet-model13,"(128, 'Adam', 0.008, 0.00023, 'CyclicLR')",0.0005484695579372
ParticleNet-model14,"(128, 'RMSprop', 0.0008, 0.00041, 'ExponentialLR')",0.000572025642743
ParticleNet-model15,"(96, 'Adam', 0.0054, 0.00208, 'ReduceLROnPlateau')",0.0005735849308786
