model,chromosome,fitness
ParticleNet-model0,"(96, 'Adam', 0.0038, 0.00024, 'ReduceLROnPlateau')",0.0005452749578204
ParticleNet-model1,"(64, 'RMSprop', 0.0032, 0.00015, 'ExponentialLR')",0.000571638061433
ParticleNet-model2,"(64, 'Adam', 0.0049, 7e-05, 'CyclicLR')",0.0005383242243143
ParticleNet-model3,"(128, 'RMSprop', 0.0013, 6e-05, 'CyclicLR')",0.0005405833858523
ParticleNet-model4,"(128, 'Adadelta', 0.0003, 0.00657, 'ReduceLROnPlateau')",0.0006250357713935
ParticleNet-model5,"(64, 'RMSprop', 0.0036, 0.0001, 'ExponentialLR')",0.0005724212684022
ParticleNet-model6,"(96, 'Adam', 0.0043, 0.00015, 'CyclicLR')",0.0005413058119851
ParticleNet-model7,"(128, 'Adadelta', 0.002, 1e-05, 'ReduceLROnPlateau')",0.000584638217697
ParticleNet-model8,"(96, 'RMSprop', 0.0077, 0.00632, 'ExponentialLR')",0.0005966660438079
ParticleNet-model9,"(128, 'Adam', 0.0002, 0.00288, 'ExponentialLR')",0.0005267594996533
ParticleNet-model10,"(64, 'RMSprop', 0.0002, 0.00088, 'ExponentialLR')",0.000542040090631
ParticleNet-model11,"(64, 'RMSprop', 0.0025, 0.0002, 'ReduceLROnPlateau')",0.0005720022684773
ParticleNet-model12,"(128, 'Adam', 0.0014, 6e-05, 'ReduceLROnPlateau')",0.0005261276871385
ParticleNet-model13,"(64, 'RMSprop', 0.0047, 3e-05, 'ExponentialLR')",0.0005624176142472
ParticleNet-model14,"(96, 'RMSprop', 0.0036, 0.00019, 'CyclicLR')",0.0005740666468971
ParticleNet-model15,"(96, 'RMSprop', 0.0001, 0.00021, 'CyclicLR')",0.0005267818332368
