model,chromosome,fitness
ParticleNet-model0,"(128, 'Adam', 0.0006, 0.00626, 'ExponentialLR')",0.0005512599864952
ParticleNet-model1,"(96, 'Adam', 0.0003, 0.00928, 'ReduceLROnPlateau')",0.0005548906610065
ParticleNet-model2,"(128, 'Adam', 0.0001, 0.00022, 'CyclicLR')",0.0005533745190385
ParticleNet-model3,"(96, 'Adam', 0.0006, 0.00593, 'CyclicLR')",0.0005601597712791
ParticleNet-model4,"(96, 'Adam', 0.0066, 5e-05, 'ReduceLROnPlateau')",0.0005545142015553
ParticleNet-model5,"(128, 'Adam', 0.0063, 3e-05, 'ReduceLROnPlateau')",0.0005443900956908
ParticleNet-model6,"(96, 'RMSprop', 0.0028, 0.00162, 'ReduceLROnPlateau')",0.0006290578539981
ParticleNet-model7,"(128, 'Adam', 0.0006, 0.00211, 'ExponentialLR')",0.0005431050542432
ParticleNet-model8,"(128, 'Adam', 0.0003, 0.00211, 'CyclicLR')",0.0005476158169819
ParticleNet-model9,"(128, 'Adam', 0.0028, 0.00626, 'CyclicLR')",0.0005898854397384
ParticleNet-model10,"(128, 'Adam', 0.0028, 0.00162, 'ReduceLROnPlateau')",0.000571725422048
ParticleNet-model11,"(96, 'Adam', 0.0002, 0.00022, 'CyclicLR')",0.0005467294343668
ParticleNet-model12,"(64, 'Adam', 0.0001, 0.00928, 'ReduceLROnPlateau')",0.0005519963052595
ParticleNet-model13,"(128, 'RMSprop', 0.0046, 0.00021, 'ReduceLROnPlateau')",0.000626768234001
ParticleNet-model14,"(96, 'RMSprop', 0.0003, 0.00162, 'ReduceLROnPlateau')",0.0005676832999559
ParticleNet-model15,"(128, 'Adam', 0.0046, 0.00058, 'ReduceLROnPlateau')",0.0005723621225265
