model,chromosome,fitness
ParticleNet-model0,"(96, 'Adam', 0.0003, 0.00108, 'CyclicLR')",0.0005274267264542
ParticleNet-model1,"(64, 'Adam', 0.0011, 0.00056, 'ExponentialLR')",0.0005300501657508
ParticleNet-model2,"(64, 'Adam', 0.0011, 0.00056, 'ReduceLROnPlateau')",0.0005292007540213
ParticleNet-model3,"(64, 'RMSprop', 0.0001, 0.0002, 'ExponentialLR')",0.000528695760105
ParticleNet-model4,"(64, 'Adam', 0.0009, 7e-05, 'ReduceLROnPlateau')",0.0005290566639217
ParticleNet-model5,"(64, 'RMSprop', 0.0011, 7e-05, 'CyclicLR')",0.0005439993627096
ParticleNet-model6,"(128, 'Adam', 0.0001, 0.00347, 'ExponentialLR')",0.0005431888001107
ParticleNet-model7,"(64, 'Adam', 0.0011, 7e-05, 'ReduceLROnPlateau')",0.0005270477237078
ParticleNet-model8,"(64, 'Adam', 0.0003, 0.00108, 'ReduceLROnPlateau')",0.0005328419216784
ParticleNet-model9,"(128, 'Adam', 0.0009, 0.00347, 'CyclicLR')",0.0005509777953992
ParticleNet-model10,"(64, 'RMSprop', 0.0014, 0.0002, 'ReduceLROnPlateau')",0.0005820794752096
ParticleNet-model11,"(64, 'Adam', 0.0022, 7e-05, 'CyclicLR')",0.000537780798917
ParticleNet-model12,"(128, 'Adam', 0.0022, 0.00108, 'CyclicLR')",0.0005475524585229
ParticleNet-model13,"(96, 'Adam', 0.0011, 7e-05, 'ReduceLROnPlateau')",0.0005239613131052
ParticleNet-model14,"(96, 'Adam', 0.0011, 0.00056, 'ReduceLROnPlateau')",0.0005261861045936
ParticleNet-model15,"(96, 'RMSprop', 0.0001, 0.00347, 'ReduceLROnPlateau')",0.0005389610464823
