model,chromosome,fitness
ParticleNet-model0,"(128, 'Adam', 0.0006, 4e-05, 'CyclicLR')",0.0005431028888595
ParticleNet-model1,"(96, 'Adam', 0.0013, 3e-05, 'ReduceLROnPlateau')",0.000544187670433
ParticleNet-model2,"(128, 'Adam', 0.0006, 4e-05, 'CyclicLR')",0.0005441805516051
ParticleNet-model3,"(128, 'Adam', 0.0013, 4e-05, 'CyclicLR')",0.0005430315731055
ParticleNet-model4,"(128, 'RMSprop', 0.0001, 3e-05, 'ReduceLROnPlateau')",0.0005424161020994
ParticleNet-model5,"(128, 'Adam', 0.0001, 0.00041, 'ReduceLROnPlateau')",0.0005515633216256
ParticleNet-model6,"(128, 'Adam', 0.0013, 3e-05, 'ReduceLROnPlateau')",0.0005433772269964
ParticleNet-model7,"(96, 'Adam', 0.0006, 4e-05, 'CyclicLR')",0.0005446988594392
ParticleNet-model8,"(128, 'Adam', 0.0001, 0.00017, 'ReduceLROnPlateau')",0.0005524685244124
ParticleNet-model9,"(96, 'Adam', 0.0002, 3e-05, 'ExponentialLR')",0.0005582270544026
ParticleNet-model10,"(96, 'Adam', 0.0013, 3e-05, 'ReduceLROnPlateau')",0.0005444637346343
ParticleNet-model11,"(96, 'RMSprop', 0.0001, 0.00017, 'ReduceLROnPlateau')",0.0005434980784225
ParticleNet-model12,"(64, 'Adam', 0.0013, 3e-05, 'ExponentialLR')",0.0005474487341362
ParticleNet-model13,"(96, 'Adam', 0.0013, 0.00074, 'ReduceLROnPlateau')",0.0005477186755596
ParticleNet-model14,"(128, 'Adadelta', 0.0084, 4e-05, 'CyclicLR')",0.0005991624080349
ParticleNet-model15,"(96, 'Adam', 0.0006, 0.00074, 'CyclicLR')",0.0005470415990993
