model,chromosome,fitness
ParticleNet-model0,"(128, 'Adam', 0.001, 3e-05, 'ExponentialLR')",0.0005408707770129
ParticleNet-model1,"(128, 'Adam', 0.001, 0.00013, 'ExponentialLR')",0.0005419708301307
ParticleNet-model2,"(128, 'Adam', 0.0013, 4e-05, 'ReduceLROnPlateau')",0.0005408001227279
ParticleNet-model3,"(128, 'Adam', 0.0003, 4e-05, 'ReduceLROnPlateau')",0.0005440376641503
ParticleNet-model4,"(128, 'Adam', 0.001, 4e-05, 'ReduceLROnPlateau')",0.0005419446835429
ParticleNet-model5,"(128, 'RMSprop', 0.0015, 4e-05, 'ReduceLROnPlateau')",0.0005860035767694
ParticleNet-model6,"(128, 'Adam', 0.0013, 3e-05, 'ReduceLROnPlateau')",0.0005406411680251
ParticleNet-model7,"(128, 'Adam', 0.001, 3e-05, 'ExponentialLR')",0.0005414444431832
ParticleNet-model8,"(96, 'Adam', 0.0002, 0.00161, 'ExponentialLR')",0.0005465157500853
ParticleNet-model9,"(96, 'Adadelta', 0.001, 3e-05, 'ReduceLROnPlateau')",0.0006348682355738
ParticleNet-model10,"(128, 'Adam', 0.0003, 4e-05, 'ReduceLROnPlateau')",0.0005432553785526
ParticleNet-model11,"(128, 'Adam', 0.0002, 3e-05, 'ExponentialLR')",0.000549876644016
ParticleNet-model12,"(128, 'RMSprop', 0.001, 4e-05, 'ReduceLROnPlateau')",0.0005601755317566
ParticleNet-model13,"(128, 'Adam', 0.0013, 4e-05, 'ReduceLROnPlateau')",0.0005407146100852
ParticleNet-model14,"(128, 'Adam', 0.001, 0.00033, 'ExponentialLR')",0.00054325730788
ParticleNet-model15,"(128, 'Adam', 0.0005, 4e-05, 'ReduceLROnPlateau')",0.0005408737863357
