model,chromosome,fitness
ParticleNet-model0,"(64, 'RMSprop', 0.0007, 7e-05, 'CyclicLR')",0.0004331567584312
ParticleNet-model1,"(128, 'Adam', 0.0009, 0.00021, 'ExponentialLR')",0.0004241905352916
ParticleNet-model2,"(128, 'Adadelta', 0.0001, 0.00129, 'ExponentialLR')",0.0006511878302672
ParticleNet-model3,"(96, 'Adadelta', 0.0073, 2e-05, 'CyclicLR')",0.000467991506533
ParticleNet-model4,"(64, 'Adadelta', 0.0015, 2e-05, 'CyclicLR')",0.0005148607306451
ParticleNet-model5,"(128, 'Adam', 0.0027, 0.00016, 'ExponentialLR')",0.0004278224170577
ParticleNet-model6,"(64, 'Adadelta', 0.0031, 0.00018, 'ExponentialLR')",0.0005269923316357
ParticleNet-model7,"(64, 'Adam', 0.0005, 0.00141, 'ExponentialLR')",0.0004297949575159
ParticleNet-model8,"(96, 'RMSprop', 0.0009, 0.0002, 'ReduceLROnPlateau')",0.0004306412348596
ParticleNet-model9,"(64, 'Adadelta', 0.0009, 0.00017, 'ReduceLROnPlateau')",0.0005623520797469
ParticleNet-model10,"(96, 'RMSprop', 0.0052, 0.00801, 'ReduceLROnPlateau')",0.0005002231849079
ParticleNet-model11,"(64, 'RMSprop', 0.0002, 0.00098, 'ExponentialLR')",0.0004304653570743
ParticleNet-model12,"(128, 'RMSprop', 0.0002, 0.00072, 'CyclicLR')",0.0004349646532652
ParticleNet-model13,"(96, 'Adadelta', 0.0003, 0.00491, 'ReduceLROnPlateau')",0.0005779767637902
ParticleNet-model14,"(128, 'RMSprop', 0.0002, 0.00089, 'ReduceLROnPlateau')",0.0004380009552962
ParticleNet-model15,"(128, 'RMSprop', 0.0073, 0.00015, 'ExponentialLR')",0.0004767894525751
